State,Condition Group,Condition,Age Group,COVID-19 Deaths,Number of Mentions,Broad Condition Group
Minnesota,Respiratory diseases,Influenza and pneumonia,1,37,42,2
Minnesota,Respiratory diseases,Influenza and pneumonia,2,95,103,2
Minnesota,Respiratory diseases,Influenza and pneumonia,3,247,274,2
Minnesota,Respiratory diseases,Influenza and pneumonia,4,670,726,2
Minnesota,Respiratory diseases,Influenza and pneumonia,5,1052,1126,2
Minnesota,Respiratory diseases,Influenza and pneumonia,6,1349,1416,2
Minnesota,Respiratory diseases,Influenza and pneumonia,7,1515,1577,2
Minnesota,Respiratory diseases,Chronic lower respiratory diseases,3,41,41,2
Minnesota,Respiratory diseases,Chronic lower respiratory diseases,4,195,201,2
Minnesota,Respiratory diseases,Chronic lower respiratory diseases,5,509,527,2
Minnesota,Respiratory diseases,Chronic lower respiratory diseases,6,685,708,2
Minnesota,Respiratory diseases,Chronic lower respiratory diseases,7,693,713,2
Minnesota,Respiratory diseases,Adult respiratory distress syndrome,1,29,29,2
Minnesota,Respiratory diseases,Adult respiratory distress syndrome,2,60,60,2
Minnesota,Respiratory diseases,Adult respiratory distress syndrome,3,144,144,2
Minnesota,Respiratory diseases,Adult respiratory distress syndrome,4,406,406,2
Minnesota,Respiratory diseases,Adult respiratory distress syndrome,5,524,524,2
Minnesota,Respiratory diseases,Adult respiratory distress syndrome,6,406,406,2
Minnesota,Respiratory diseases,Adult respiratory distress syndrome,7,240,240,2
Minnesota,Respiratory diseases,Respiratory failure,0,10,12,2
Minnesota,Respiratory diseases,Respiratory failure,1,22,23,2
Minnesota,Respiratory diseases,Respiratory failure,2,76,77,2
Minnesota,Respiratory diseases,Respiratory failure,3,201,208,2
Minnesota,Respiratory diseases,Respiratory failure,4,586,615,2
Minnesota,Respiratory diseases,Respiratory failure,5,1076,1138,2
Minnesota,Respiratory diseases,Respiratory failure,6,1407,1483,2
Minnesota,Respiratory diseases,Respiratory failure,7,1433,1506,2
Minnesota,Respiratory diseases,Respiratory arrest,4,16,16,2
Minnesota,Respiratory diseases,Respiratory arrest,5,37,37,2
Minnesota,Respiratory diseases,Respiratory arrest,6,35,35,2
Minnesota,Respiratory diseases,Respiratory arrest,7,55,55,2
Minnesota,Respiratory diseases,Other diseases of the respiratory system,0,12,18,2
Minnesota,Respiratory diseases,Other diseases of the respiratory system,2,28,29,2
Minnesota,Respiratory diseases,Other diseases of the respiratory system,3,56,68,2
Minnesota,Respiratory diseases,Other diseases of the respiratory system,4,153,171,2
Minnesota,Respiratory diseases,Other diseases of the respiratory system,5,183,204,2
Minnesota,Respiratory diseases,Other diseases of the respiratory system,6,268,284,2
Minnesota,Respiratory diseases,Other diseases of the respiratory system,7,266,276,2
Minnesota,Circulatory diseases,Hypertensive diseases,2,34,34,1
Minnesota,Circulatory diseases,Hypertensive diseases,3,98,99,1
Minnesota,Circulatory diseases,Hypertensive diseases,4,309,310,1
Minnesota,Circulatory diseases,Hypertensive diseases,5,658,659,1
Minnesota,Circulatory diseases,Hypertensive diseases,6,1100,1113,1
Minnesota,Circulatory diseases,Hypertensive diseases,7,1759,1812,1
Minnesota,Circulatory diseases,Ischemic heart disease,2,17,17,1
Minnesota,Circulatory diseases,Ischemic heart disease,3,45,50,1
Minnesota,Circulatory diseases,Ischemic heart disease,4,170,187,1
Minnesota,Circulatory diseases,Ischemic heart disease,5,377,416,1
Minnesota,Circulatory diseases,Ischemic heart disease,6,732,790,1
Minnesota,Circulatory diseases,Ischemic heart disease,7,954,1017,1
Minnesota,Circulatory diseases,Cardiac arrest,1,15,16,1
Minnesota,Circulatory diseases,Cardiac arrest,2,26,26,1
Minnesota,Circulatory diseases,Cardiac arrest,3,38,38,1
Minnesota,Circulatory diseases,Cardiac arrest,4,91,91,1
Minnesota,Circulatory diseases,Cardiac arrest,5,143,143,1
Minnesota,Circulatory diseases,Cardiac arrest,6,139,139,1
Minnesota,Circulatory diseases,Cardiac arrest,7,166,166,1
Minnesota,Circulatory diseases,Cardiac arrhythmia,2,17,17,1
Minnesota,Circulatory diseases,Cardiac arrhythmia,3,24,27,1
Minnesota,Circulatory diseases,Cardiac arrhythmia,4,108,115,1
Minnesota,Circulatory diseases,Cardiac arrhythmia,5,247,251,1
Minnesota,Circulatory diseases,Cardiac arrhythmia,6,587,604,1
Minnesota,Circulatory diseases,Cardiac arrhythmia,7,960,980,1
Minnesota,Circulatory diseases,Heart failure,0,0,0,1
Minnesota,Circulatory diseases,Heart failure,2,10,10,1
Minnesota,Circulatory diseases,Heart failure,3,26,26,1
Minnesota,Circulatory diseases,Heart failure,4,82,82,1
Minnesota,Circulatory diseases,Heart failure,5,254,255,1
Minnesota,Circulatory diseases,Heart failure,6,598,598,1
Minnesota,Circulatory diseases,Heart failure,7,1148,1148,1
Minnesota,Circulatory diseases,Cerebrovascular diseases,3,34,35,1
Minnesota,Circulatory diseases,Cerebrovascular diseases,4,100,106,1
Minnesota,Circulatory diseases,Cerebrovascular diseases,5,226,233,1
Minnesota,Circulatory diseases,Cerebrovascular diseases,6,361,380,1
Minnesota,Circulatory diseases,Cerebrovascular diseases,7,571,595,1
Minnesota,Circulatory diseases,Other diseases of the circulatory system,1,20,20,1
Minnesota,Circulatory diseases,Other diseases of the circulatory system,2,48,55,1
Minnesota,Circulatory diseases,Other diseases of the circulatory system,3,100,117,1
Minnesota,Circulatory diseases,Other diseases of the circulatory system,4,252,299,1
Minnesota,Circulatory diseases,Other diseases of the circulatory system,5,388,434,1
Minnesota,Circulatory diseases,Other diseases of the circulatory system,6,491,563,1
Minnesota,Circulatory diseases,Other diseases of the circulatory system,7,729,822,1
Minnesota,Sepsis,Sepsis,1,11,11,0
Minnesota,Sepsis,Sepsis,2,29,29,0
Minnesota,Sepsis,Sepsis,3,77,77,0
Minnesota,Sepsis,Sepsis,4,203,204,0
Minnesota,Sepsis,Sepsis,5,302,302,0
Minnesota,Sepsis,Sepsis,6,295,295,0
Minnesota,Sepsis,Sepsis,7,224,224,0
Minnesota,Malignant neoplasms,Malignant neoplasms,2,12,17,0
Minnesota,Malignant neoplasms,Malignant neoplasms,3,46,64,0
Minnesota,Malignant neoplasms,Malignant neoplasms,4,181,216,0
Minnesota,Malignant neoplasms,Malignant neoplasms,5,333,396,0
Minnesota,Malignant neoplasms,Malignant neoplasms,6,463,531,0
Minnesota,Malignant neoplasms,Malignant neoplasms,7,433,503,0
Minnesota,Diabetes,Diabetes,1,13,13,0
Minnesota,Diabetes,Diabetes,2,38,38,0
Minnesota,Diabetes,Diabetes,3,127,128,0
Minnesota,Diabetes,Diabetes,4,362,364,0
Minnesota,Diabetes,Diabetes,5,658,662,0
Minnesota,Diabetes,Diabetes,6,826,829,0
Minnesota,Diabetes,Diabetes,7,767,772,0
Minnesota,Obesity,Obesity,0,11,11,0
Minnesota,Obesity,Obesity,1,33,33,0
Minnesota,Obesity,Obesity,2,68,68,0
Minnesota,Obesity,Obesity,3,120,120,0
Minnesota,Obesity,Obesity,4,191,191,0
Minnesota,Obesity,Obesity,5,201,203,0
Minnesota,Obesity,Obesity,6,133,133,0
Minnesota,Obesity,Obesity,7,53,53,0
Minnesota,Alzheimer disease,Alzheimer disease,0,0,0,0
Minnesota,Alzheimer disease,Alzheimer disease,1,0,0,0
Minnesota,Alzheimer disease,Alzheimer disease,2,0,0,0
Minnesota,Alzheimer disease,Alzheimer disease,5,61,61,0
Minnesota,Alzheimer disease,Alzheimer disease,6,302,303,0
Minnesota,Alzheimer disease,Alzheimer disease,7,746,750,0
Minnesota,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Minnesota,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Minnesota,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Minnesota,Vascular and unspecified dementia,Vascular and unspecified dementia,4,27,27,0
Minnesota,Vascular and unspecified dementia,Vascular and unspecified dementia,5,189,191,0
Minnesota,Vascular and unspecified dementia,Vascular and unspecified dementia,6,746,748,0
Minnesota,Vascular and unspecified dementia,Vascular and unspecified dementia,7,1517,1521,0
Minnesota,Renal failure,Renal failure,2,33,35,0
Minnesota,Renal failure,Renal failure,3,106,109,0
Minnesota,Renal failure,Renal failure,4,231,245,0
Minnesota,Renal failure,Renal failure,5,369,388,0
Minnesota,Renal failure,Renal failure,6,458,492,0
Minnesota,Renal failure,Renal failure,7,590,620,0
Minnesota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",1,14,34,0
Minnesota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,25,63,0
Minnesota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,39,77,0
Minnesota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,98,171,0
Minnesota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,147,265,0
Minnesota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,184,356,0
Minnesota,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,271,563,0
Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),0,27,58,0
Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),1,71,138,0
Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),2,149,294,0
Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),3,369,677,0
Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),4,1018,1939,0
Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),5,1694,3197,0
Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),6,2423,4389,0
Minnesota,All other conditions and causes (residual),All other conditions and causes (residual),7,2976,5278,0
Minnesota,COVID-19,COVID-19,0,47,47,0
Minnesota,COVID-19,COVID-19,1,122,122,0
Minnesota,COVID-19,COVID-19,2,255,255,0
Minnesota,COVID-19,COVID-19,3,618,618,0
Minnesota,COVID-19,COVID-19,4,1627,1627,0
Minnesota,COVID-19,COVID-19,5,2746,2746,0
Minnesota,COVID-19,COVID-19,6,4041,4041,0
Minnesota,COVID-19,COVID-19,7,5714,5714,0
Mississippi,Respiratory diseases,Influenza and pneumonia,0,23,23,2
Mississippi,Respiratory diseases,Influenza and pneumonia,1,105,106,2
Mississippi,Respiratory diseases,Influenza and pneumonia,2,234,237,2
Mississippi,Respiratory diseases,Influenza and pneumonia,3,554,564,2
Mississippi,Respiratory diseases,Influenza and pneumonia,4,1177,1191,2
Mississippi,Respiratory diseases,Influenza and pneumonia,5,1787,1799,2
Mississippi,Respiratory diseases,Influenza and pneumonia,6,1705,1718,2
Mississippi,Respiratory diseases,Influenza and pneumonia,7,1183,1192,2
Mississippi,Respiratory diseases,Chronic lower respiratory diseases,1,15,15,2
Mississippi,Respiratory diseases,Chronic lower respiratory diseases,2,25,25,2
Mississippi,Respiratory diseases,Chronic lower respiratory diseases,3,63,69,2
Mississippi,Respiratory diseases,Chronic lower respiratory diseases,4,235,246,2
Mississippi,Respiratory diseases,Chronic lower respiratory diseases,5,457,477,2
Mississippi,Respiratory diseases,Chronic lower respiratory diseases,6,532,557,2
Mississippi,Respiratory diseases,Chronic lower respiratory diseases,7,309,318,2
Mississippi,Respiratory diseases,Adult respiratory distress syndrome,1,21,21,2
Mississippi,Respiratory diseases,Adult respiratory distress syndrome,2,68,68,2
Mississippi,Respiratory diseases,Adult respiratory distress syndrome,3,184,184,2
Mississippi,Respiratory diseases,Adult respiratory distress syndrome,4,350,350,2
Mississippi,Respiratory diseases,Adult respiratory distress syndrome,5,445,445,2
Mississippi,Respiratory diseases,Adult respiratory distress syndrome,6,397,397,2
Mississippi,Respiratory diseases,Adult respiratory distress syndrome,7,257,257,2
Mississippi,Respiratory diseases,Respiratory failure,0,24,24,2
Mississippi,Respiratory diseases,Respiratory failure,1,112,112,2
Mississippi,Respiratory diseases,Respiratory failure,2,247,252,2
Mississippi,Respiratory diseases,Respiratory failure,3,557,560,2
Mississippi,Respiratory diseases,Respiratory failure,4,1262,1285,2
Mississippi,Respiratory diseases,Respiratory failure,5,2012,2060,2
Mississippi,Respiratory diseases,Respiratory failure,6,1996,2040,2
Mississippi,Respiratory diseases,Respiratory failure,7,1349,1373,2
Mississippi,Respiratory diseases,Respiratory arrest,2,28,28,2
Mississippi,Respiratory diseases,Respiratory arrest,3,38,38,2
Mississippi,Respiratory diseases,Respiratory arrest,4,77,77,2
Mississippi,Respiratory diseases,Respiratory arrest,5,138,138,2
Mississippi,Respiratory diseases,Respiratory arrest,6,133,133,2
Mississippi,Respiratory diseases,Respiratory arrest,7,159,159,2
Mississippi,Respiratory diseases,Other diseases of the respiratory system,1,12,12,2
Mississippi,Respiratory diseases,Other diseases of the respiratory system,2,22,23,2
Mississippi,Respiratory diseases,Other diseases of the respiratory system,3,51,56,2
Mississippi,Respiratory diseases,Other diseases of the respiratory system,4,119,128,2
Mississippi,Respiratory diseases,Other diseases of the respiratory system,5,156,160,2
Mississippi,Respiratory diseases,Other diseases of the respiratory system,6,194,200,2
Mississippi,Respiratory diseases,Other diseases of the respiratory system,7,142,146,2
Mississippi,Circulatory diseases,Hypertensive diseases,1,38,39,1
Mississippi,Circulatory diseases,Hypertensive diseases,2,115,117,1
Mississippi,Circulatory diseases,Hypertensive diseases,3,255,260,1
Mississippi,Circulatory diseases,Hypertensive diseases,4,622,630,1
Mississippi,Circulatory diseases,Hypertensive diseases,5,1164,1179,1
Mississippi,Circulatory diseases,Hypertensive diseases,6,1241,1264,1
Mississippi,Circulatory diseases,Hypertensive diseases,7,1020,1063,1
Mississippi,Circulatory diseases,Ischemic heart disease,2,14,14,1
Mississippi,Circulatory diseases,Ischemic heart disease,3,66,73,1
Mississippi,Circulatory diseases,Ischemic heart disease,4,203,218,1
Mississippi,Circulatory diseases,Ischemic heart disease,5,488,526,1
Mississippi,Circulatory diseases,Ischemic heart disease,6,557,600,1
Mississippi,Circulatory diseases,Ischemic heart disease,7,416,450,1
Mississippi,Circulatory diseases,Cardiac arrest,0,11,11,1
Mississippi,Circulatory diseases,Cardiac arrest,1,42,42,1
Mississippi,Circulatory diseases,Cardiac arrest,2,76,76,1
Mississippi,Circulatory diseases,Cardiac arrest,3,171,171,1
Mississippi,Circulatory diseases,Cardiac arrest,4,331,332,1
Mississippi,Circulatory diseases,Cardiac arrest,5,511,514,1
Mississippi,Circulatory diseases,Cardiac arrest,6,476,479,1
Mississippi,Circulatory diseases,Cardiac arrest,7,379,381,1
Mississippi,Circulatory diseases,Cardiac arrhythmia,0,0,0,1
Mississippi,Circulatory diseases,Cardiac arrhythmia,2,10,10,1
Mississippi,Circulatory diseases,Cardiac arrhythmia,3,25,25,1
Mississippi,Circulatory diseases,Cardiac arrhythmia,4,91,92,1
Mississippi,Circulatory diseases,Cardiac arrhythmia,5,259,261,1
Mississippi,Circulatory diseases,Cardiac arrhythmia,6,407,412,1
Mississippi,Circulatory diseases,Cardiac arrhythmia,7,315,318,1
Mississippi,Circulatory diseases,Heart failure,2,23,23,1
Mississippi,Circulatory diseases,Heart failure,3,69,69,1
Mississippi,Circulatory diseases,Heart failure,4,201,201,1
Mississippi,Circulatory diseases,Heart failure,5,362,362,1
Mississippi,Circulatory diseases,Heart failure,6,531,531,1
Mississippi,Circulatory diseases,Heart failure,7,441,442,1
Mississippi,Circulatory diseases,Cerebrovascular diseases,0,0,0,1
Mississippi,Circulatory diseases,Cerebrovascular diseases,2,12,12,1
Mississippi,Circulatory diseases,Cerebrovascular diseases,3,48,48,1
Mississippi,Circulatory diseases,Cerebrovascular diseases,4,138,139,1
Mississippi,Circulatory diseases,Cerebrovascular diseases,5,256,260,1
Mississippi,Circulatory diseases,Cerebrovascular diseases,6,296,299,1
Mississippi,Circulatory diseases,Cerebrovascular diseases,7,223,227,1
Mississippi,Circulatory diseases,Other diseases of the circulatory system,1,19,21,1
Mississippi,Circulatory diseases,Other diseases of the circulatory system,2,48,55,1
Mississippi,Circulatory diseases,Other diseases of the circulatory system,3,92,100,1
Mississippi,Circulatory diseases,Other diseases of the circulatory system,4,221,227,1
Mississippi,Circulatory diseases,Other diseases of the circulatory system,5,353,375,1
Mississippi,Circulatory diseases,Other diseases of the circulatory system,6,337,364,1
Mississippi,Circulatory diseases,Other diseases of the circulatory system,7,286,310,1
Mississippi,Sepsis,Sepsis,1,12,12,0
Mississippi,Sepsis,Sepsis,2,57,57,0
Mississippi,Sepsis,Sepsis,3,140,140,0
Mississippi,Sepsis,Sepsis,4,296,296,0
Mississippi,Sepsis,Sepsis,5,444,444,0
Mississippi,Sepsis,Sepsis,6,374,374,0
Mississippi,Sepsis,Sepsis,7,212,212,0
Mississippi,Malignant neoplasms,Malignant neoplasms,0,0,0,0
Mississippi,Malignant neoplasms,Malignant neoplasms,2,14,14,0
Mississippi,Malignant neoplasms,Malignant neoplasms,3,49,59,0
Mississippi,Malignant neoplasms,Malignant neoplasms,4,167,194,0
Mississippi,Malignant neoplasms,Malignant neoplasms,5,337,389,0
Mississippi,Malignant neoplasms,Malignant neoplasms,6,323,358,0
Mississippi,Malignant neoplasms,Malignant neoplasms,7,220,262,0
Mississippi,Diabetes,Diabetes,1,24,24,0
Mississippi,Diabetes,Diabetes,2,81,81,0
Mississippi,Diabetes,Diabetes,3,188,190,0
Mississippi,Diabetes,Diabetes,4,482,483,0
Mississippi,Diabetes,Diabetes,5,843,846,0
Mississippi,Diabetes,Diabetes,6,759,765,0
Mississippi,Diabetes,Diabetes,7,368,369,0
Mississippi,Obesity,Obesity,0,12,12,0
Mississippi,Obesity,Obesity,1,38,38,0
Mississippi,Obesity,Obesity,2,83,83,0
Mississippi,Obesity,Obesity,3,133,133,0
Mississippi,Obesity,Obesity,4,156,156,0
Mississippi,Obesity,Obesity,5,151,151,0
Mississippi,Obesity,Obesity,6,80,80,0
Mississippi,Alzheimer disease,Alzheimer disease,0,0,0,0
Mississippi,Alzheimer disease,Alzheimer disease,1,0,0,0
Mississippi,Alzheimer disease,Alzheimer disease,2,0,0,0
Mississippi,Alzheimer disease,Alzheimer disease,5,50,50,0
Mississippi,Alzheimer disease,Alzheimer disease,6,172,177,0
Mississippi,Alzheimer disease,Alzheimer disease,7,280,283,0
Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,0,0,0,0
Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,1,0,0,0
Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,2,0,0,0
Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,4,15,15,0
Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,5,92,93,0
Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,6,361,362,0
Mississippi,Vascular and unspecified dementia,Vascular and unspecified dementia,7,464,464,0
Mississippi,Renal failure,Renal failure,1,14,14,0
Mississippi,Renal failure,Renal failure,2,42,44,0
Mississippi,Renal failure,Renal failure,3,146,148,0
Mississippi,Renal failure,Renal failure,4,282,290,0
Mississippi,Renal failure,Renal failure,5,468,485,0
Mississippi,Renal failure,Renal failure,6,403,419,0
Mississippi,Renal failure,Renal failure,7,232,236,0
Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",2,21,38,0
Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",3,15,27,0
Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",4,41,73,0
Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",5,76,135,0
Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",6,82,172,0
Mississippi,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",7,84,175,0
Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),0,19,32,0
Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),1,75,111,0
Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),2,201,295,0
Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),3,409,618,0
Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),4,987,1497,0
Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),5,1466,2376,0
Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),6,1533,2376,0
Mississippi,All other conditions and causes (residual),All other conditions and causes (residual),7,1193,1964,0
Mississippi,COVID-19,COVID-19,0,48,48,0
Mississippi,COVID-19,COVID-19,1,212,212,0
Mississippi,COVID-19,COVID-19,2,491,491,0
Mississippi,COVID-19,COVID-19,3,1078,1078,0
Mississippi,COVID-19,COVID-19,4,2354,2354,0
Mississippi,COVID-19,COVID-19,5,3676,3676,0
Mississippi,COVID-19,COVID-19,6,3849,3849,0
Mississippi,COVID-19,COVID-19,7,3041,3041,0
Missouri,Respiratory diseases,Influenza and pneumonia,0,37,38,2
Missouri,Respiratory diseases,Influenza and pneumonia,1,81,86,2
Missouri,Respiratory diseases,Influenza and pneumonia,2,262,285,2
Missouri,Respiratory diseases,Influenza and pneumonia,3,639,683,2
Missouri,Respiratory diseases,Influenza and pneumonia,4,1622,1720,2
Missouri,Respiratory diseases,Influenza and pneumonia,5,2492,2608,2
Missouri,Respiratory diseases,Influenza and pneumonia,6,2810,2900,2
Missouri,Respiratory diseases,Influenza and pneumonia,7,2329,2376,2
Missouri,Respiratory diseases,Chronic lower respiratory diseases,2,19,20,2
Missouri,Respiratory diseases,Chronic lower respiratory diseases,3,63,65,2
Missouri,Respiratory diseases,Chronic lower respiratory diseases,4,273,283,2
Missouri,Respiratory diseases,Chronic lower respiratory diseases,5,538,562,2
Missouri,Respiratory diseases,Chronic lower respiratory diseases,6,693,736,2
Missouri,Respiratory diseases,Chronic lower respiratory diseases,7,486,508,2
Missouri,Respiratory diseases,Adult respiratory distress syndrome,0,10,10,2
Missouri,Respiratory diseases,Adult respiratory distress syndrome,1,25,25,2
Missouri,Respiratory diseases,Adult respiratory distress syndrome,2,101,101,2
Missouri,Respiratory diseases,Adult respiratory distress syndrome,3,250,250,2
Missouri,Respiratory diseases,Adult respiratory distress syndrome,4,516,516,2
Missouri,Respiratory diseases,Adult respiratory distress syndrome,5,630,630,2
Missouri,Respiratory diseases,Adult respiratory distress syndrome,6,416,416,2
Missouri,Respiratory diseases,Adult respiratory distress syndrome,7,161,161,2
Missouri,Respiratory diseases,Respiratory failure,0,24,26,2
Missouri,Respiratory diseases,Respiratory failure,1,46,47,2
Missouri,Respiratory diseases,Respiratory failure,2,193,199,2
Missouri,Respiratory diseases,Respiratory failure,3,481,488,2
Missouri,Respiratory diseases,Respiratory failure,4,1305,1349,2
Missouri,Respiratory diseases,Respiratory failure,5,2077,2152,2
Missouri,Respiratory diseases,Respiratory failure,6,2351,2448,2
Missouri,Respiratory diseases,Respiratory failure,7,1909,1977,2
Missouri,Respiratory diseases,Respiratory arrest,2,11,11,2
Missouri,Respiratory diseases,Respiratory arrest,3,23,23,2
Missouri,Respiratory diseases,Respiratory arrest,4,55,55,2
Missouri,Respiratory diseases,Respiratory arrest,5,74,74,2
Missouri,Respiratory diseases,Respiratory arrest,6,117,117,2
Missouri,Respiratory diseases,Respiratory arrest,7,116,116,2
Missouri,Respiratory diseases,Other diseases of the respiratory system,2,29,33,2
Missouri,Respiratory diseases,Other diseases of the respiratory system,3,85,95,2
Missouri,Respiratory diseases,Other diseases of the respiratory system,4,193,203,2
Missouri,Respiratory diseases,Other diseases of the respiratory system,5,277,302,2
Missouri,Respiratory diseases,Other diseases of the respiratory system,6,345,372,2
Missouri,Respiratory diseases,Other diseases of the respiratory system,7,254,271,2
Missouri,Circulatory diseases,Hypertensive diseases,1,10,10,1
Missouri,Circulatory diseases,Hypertensive diseases,2,46,46,1
Missouri,Circulatory diseases,Hypertensive diseases,3,111,112,1
Missouri,Circulatory diseases,Hypertensive diseases,4,308,314,1
Missouri,Circulatory diseases,Hypertensive diseases,5,458,463,1
Missouri,Circulatory diseases,Hypertensive diseases,6,614,625,1
Missouri,Circulatory diseases,Hypertensive diseases,7,871,891,1
Missouri,Circulatory diseases,Ischemic heart disease,0,0,0,1
Missouri,Circulatory diseases,Ischemic heart disease,2,27,29,1
Missouri,Circulatory diseases,Ischemic heart disease,3,58,63,1
Missouri,Circulatory diseases,Ischemic heart disease,4,215,231,1
Missouri,Circulatory diseases,Ischemic heart disease,5,432,468,1
Missouri,Circulatory diseases,Ischemic heart disease,6,599,648,1
Missouri,Circulatory diseases,Ischemic heart disease,7,679,721,1
Missouri,Circulatory diseases,Cardiac arrest,1,22,22,1
Missouri,Circulatory diseases,Cardiac arrest,2,54,54,1
Missouri,Circulatory diseases,Cardiac arrest,3,133,133,1
Missouri,Circulatory diseases,Cardiac arrest,4,263,263,1
Missouri,Circulatory diseases,Cardiac arrest,5,387,387,1
Missouri,Circulatory diseases,Cardiac arrest,6,361,361,1
Missouri,Circulatory diseases,Cardiac arrest,7,246,246,1
Missouri,Circulatory diseases,Cardiac arrhythmia,2,19,19,1
Missouri,Circulatory diseases,Cardiac arrhythmia,3,56,57,1
Missouri,Circulatory diseases,Cardiac arrhythmia,4,139,141,1
Missouri,Circulatory diseases,Cardiac arrhythmia,5,334,349,1
Missouri,Circulatory diseases,Cardiac arrhythmia,6,459,468,1
Missouri,Circulatory diseases,Cardiac arrhythmia,7,624,637,1
Missouri,Circulatory diseases,Heart failure,2,17,17,1
Missouri,Circulatory diseases,Heart failure,3,52,52,1
Missouri,Circulatory diseases,Heart failure,4,109,109,1
Missouri,Circulatory diseases,Heart failure,5,349,349,1
Missouri,Circulatory diseases,Heart failure,6,574,574,1
Missouri,Circulatory diseases,Heart failure,7,798,798,1
Missouri,Circulatory diseases,Cerebrovascular diseases,2,17,17,1
Missouri,Circulatory diseases,Cerebrovascular diseases,3,44,48,1
Missouri,Circulatory diseases,Cerebrovascular diseases,4,140,142,1
Missouri,Circulatory diseases,Cerebrovascular diseases,5,253,261,1
Missouri,Circulatory diseases,Cerebrovascular diseases,6,316,321,1
Missouri,Circulatory diseases,Cerebrovascular diseases,7,365,378,1
Missouri,Circulatory diseases,Other diseases of the circulatory system,0,11,14,1
Missouri,Circulatory diseases,Other diseases of the circulatory system,1,27,34,1
Missouri,Circulatory diseases,Other diseases of the circulatory system,2,62,67,1
Missouri,Circulatory diseases,Other diseases of the circulatory system,3,114,126,1
Missouri,Circulatory diseases,Other diseases of the circulatory system,4,269,301,1
Missouri,Circulatory diseases,Other diseases of the circulatory system,5,417,466,1
Missouri,Circulatory diseases,Other diseases of the circulatory system,6,394,422,1
Missouri,Circulatory diseases,Other diseases of the circulatory system,7,408,440,1
Missouri,Sepsis,Sepsis,1,10,10,0
Missouri,Sepsis,Sepsis,2,51,51,0
Missouri,Sepsis,Sepsis,3,170,170,0
Missouri,Sepsis,Sepsis,4,457,457,0
Missouri,Sepsis,Sepsis,5,616,616,0
Missouri,Sepsis,Sepsis,6,546,546,0
Missouri,Sepsis,Sepsis,7,293,293,0
Missouri,Malignant neoplasms,Malignant neoplasms,2,20,22,0
Missouri,Malignant neoplasms,Malignant neoplasms,3,41,46,0
Missouri,Malignant neoplasms,Malignant neoplasms,4,158,180,0
Missouri,Malignant neoplasms,Malignant neoplasms,5,353,397,0
Missouri,Malignant neoplasms,Malignant neoplasms,6,397,455,0
Missouri,Malignant neoplasms,Malignant neoplasms,7,279,314,0
Missouri,Diabetes,Diabetes,1,12,12,0
Missouri,Diabetes,Diabetes,2,65,69,0
